Binomial,Phenology
Quercus palustris,D
Quercus petraea,D
Quercus phellos,D
Quercus phillyreoides,EV
Quercus prinus,D
Quercus pubescens,D
Quercus pyrenaica,D
Quercus robur,D
Quercus rotundifolia,EV
Quercus rubra,D
Quercus salicifolia,EV
Quercus salicina,EV
Quercus semecarpifolia,EV
Quercus serrata,D
Quercus sessilifolia,EV
Quercus shumardii,D
Quercus stellata,D
Quercus suber,EV
Quercus tarokoensis,EV
Quercus turbinella,EV
Quercus variabilis,D
Quercus velutina,D
Quercus virginiana,EV
Quercus xalapensis,D
Quiina florida,EV
Quiina guianensis,EV
Quiina macrophylla,EV
Quiina peruviana,EV
Quillaja saponaria,EV
Quintinia acutifolia,EV
Quintinia sieberi,EV
Quintinia verdonii,EV
Quisqualis indica,EV
Radyera farragei,EV
Randia aculeata,D
Randia acuminata,EV
Randia armata,EV
Randia congolana,EV
Randia formosa,EV
Randia genipoides,EV
Randia grandifolia,EV
Randia laevigata,EV
Randia moorei,EV
Randia thurberi,D
Rapanea ferruginea,EV
Rapanea guianensis,EV
Rapanea howittiana,EV
Rapanea melanophloeos,EV
Rapanea rhododendroides,EV
Rapanea subsessilis,EV
Rapanea umbellata,EV
Rapanea variablis,EV
Rapanea venosa,EV
Rauvolfia praecox,EV
Rauvolfia purpurascens,EV
Rauvolfia vomitoria,EV
Recordoxylon speciosum,EV
Regelia ciliata,EV
Regelia inops,EV
Reinhardtia gracilis,EV
Reinwardtiodendron humile,EV
Remijia morilloi,EV
Retama sphaerocarpa,EV
Retiniphyllum concolor,EV
Retiniphyllum truncatum,EV
Reynosia uncinata,EV
Rhagodia spinescens,EV
Rhagodia ulicina,EV
Rhamnus alaternus,EV
Rhamnus alnifolia,D
Rhamnus californica,EV
Rhamnus cathartica,D
Rhamnus crenata,D
Rhamnus crenulata,EV
Rhamnus crocea,EV
Rhamnus glandulosa,EV
Rhamnus globosa,D
Rhamnus ludovici-salvatoris,EV
Rhamnus lycioides,EV
Rhamnus oreodendron,EV
Rhamnus prinoides,EV
Rhamnus purshiana,D
Rhamnus sphaerosperma,EV
Rhaphiolepis indica,EV
Rhaphithamnus spinosus,EV
Rheedia brasiliensis,EV
Rheedia edulis,EV
Rhizophora apiculata,EV
Rhizophora mucronata,EV
Rhodamnia argentea,EV
Rhodamnia cinerea,EV
Rhodamnia maideniana,EV
Rhodamnia rubescens,EV
Rhodamnia sessiliflora,EV
Rhododendron anthopogon,EV
Rhododendron argyrophyllum,EV
Rhododendron aurigeranum,EV
Rhododendron azaleoides,D
Rhododendron calophytum,EV
Rhododendron catawbiense,EV
Rhododendron chrysanthum,EV
Rhododendron groenlandicum,EV
Rhododendron indicum,EV
Rhododendron lapponicum,EV
Rhododendron macgregoriae,EV
Rhododendron macrophyllum,EV
Rhododendron maximum,EV
Rhododendron metternichii,EV
Rhododendron monanthum,EV
Rhododendron mucronulatum,D
Rhododendron myrtifolium,EV
Rhododendron nudiflorum,D
Rhododendron palustre,EV
Rhododendron parvifolium,EV
Rhododendron periclymenoides,D
Rhododendron ponticum,EV
Rhododendron prinophyllum,D
Rhododendron simsii,D_EV
Rhododendron strigillosum,EV
Rhododendron tashiroi,EV
Rhododendron thymifolium,EV
Rhododendron vernicosum,EV
Rhododendron viscosum,D
Rhodomyrtus psidioides,EV
Rhodomyrtus tomentosa,EV
Rhodostemonodaphne grandis,EV
Rhodostemonodaphne kunthiana,EV
Rhoicissus tomentosa,EV
Rhus chinensis,D
Rhus chirindensis,EV
Rhus choriophylla,EV
Rhus copallinum,D
Rhus coriaria,D
Rhus diversiloba,D
Rhus glabra,D
Rhus integrifolia,EV
Rhus laurina,EV
Rhus lentii,EV
Rhus ovata,EV
Rhus radicans,D
Rhus sandwicensis,EV
Rhus succedanea,D
Rhus tomentosa,EV
Rhus toxicodendron,D
Rhus trichocarpa,D
Rhus trilobata,D
Rhus typhina,D
Rhysotoechia bifoliolata,EV
Ribes alpinum,D
Ribes bracteosum,D
Ribes burejense,D
Ribes californicum,D
Ribes cucullatum,D
Ribes cynosbati,D
Ribes divaricatum,D
Ribes hudsonianum,D
Ribes komarovii,D
Ribes magellanicum,D
Ribes malvaceum,D
Ribes manshuricum,D
Ribes maximowiczianum,D
Ribes nigrum,D
Ribes punctatum,EV
Ribes rubrum,D
Ribes sanguineum,D
Ribes spicatum,D
Ribes uva-crispa,D
Ribes velutinum,D
Richea pandanifolia,EV
Richea scoparia,EV
Richea sprengelioides,EV
Richeria dressleri,EV
Richeria grandis,EV
Richeria racemosa,EV
Ricinocarpos pinifolius,EV
Ricinus communis,EV
Rinorea deflexiflora,EV
Rinorea guianensis,EV
Rinorea ilicifolia,EV
Rinorea lindeniana,EV
Rinorea sylvatica,EV
Rinoreocarpus ulei,EV
Robinia pseudoacacia,D
Robinsonella mirandae,EV
Rochefortia acanthophora,D
Rochefortia lundellii,EV
Rockinghamia angustifolia,EV
Rollinia edulis,EV
Rollinia fosteri,EV
Rollinia multiflora,EV
Rollinia pittieri,EV
Rollinia williamsii,EV
Rondeletia acuminata,EV
Rondeletia inermis,EV
Rondeletia portlandensis,EV
Rondeletia portoricensis,EV
Rondeletia stipularis,EV
Rosa acicularis,D
Rosa arvensis,D
Rosa caesia,D
Rosa californica,D
Rosa canina,D
Rosa carolina,D
Rosa ciesielskii,D
Rosa davurica,D
Rosa glauca,D
Rosa gymnocarpa,D
Rosa humilis,D
Rosa majalis,D
Rosa micrantha,D
Rosa mollis,D
Rosa multiflora,D
Rosa rugosa,D
Rosa setigera,D
Rosa spinosissima,D
Rosa spithamea,D
Rosa subcanina,D
Rosa vosagiaca,D
Rosa woodsii,D
Rosmarinus officinalis,EV
Rothmannia fischeri,EV
Rothmannia globosa,EV
Rothmannia manganjae,EV
Roucheria punctata,EV
Roupala impressiuscula,EV
Roupala montana,EV
Ruagea insignis,EV
Rubia peregrina,EV
Rubus allegheniensis,D
Rubus cissoides,EV
Rubus corylifolius,D
Rubus fruticosus,EV
Rubus hawaiiensis,EV
Rubus hillii,EV
Rubus hispidus,D
Rubus idaeus,D
Rubus laciniatus,EV
Rubus leucodermis,D
Rubus moluccanus,EV
Rubus nebulosus,EV
Rubus occidentalis,D
Rubus parviflorus,D
Rubus parvifolius,D
Rubus procerus,D
Rubus rosifolius,EV
Rubus schmidelioides,EV
Rubus sieboldii,EV
Rubus spectabilis,D
Rubus squarrosus,EV
Rubus swinhoei,D
Rubus ulmifolius,EV
Rubus ursinus,D
Rudgea cornifolia,EV
Ruizodendron ovale,EV
Rumex lunaria,D
Ruprechtia fusca,D
Ruprechtia ramiflora,D
Ruschia karrooica,EV
Ruta montana,EV
Ruyschia tremadena,EV
Ryania speciosa,EV
Ryparosa hullettii,EV
Rytigynia schumannii,EV
Sacoglottis cuspidata,EV
Sacoglottis cydonioides,EV
Sacoglottis guianensis,EV
Sacoglottis mattogrossensis,EV
Sacoglottis trichogyna,EV
Sacoglottis trygynum,EV
Salacia atenucrasa,EV
Salacia leptoclada,EV
Salacia maburensis,EV
Salix acutifolia,D
Salix alaxensis,D
Salix alba,D
Salix arctica,D
Salix aurita,D
Salix canariensis,D
Salix caprea,D
Salix cinerea,D
Salix daphnoides,D
Salix dasyclados,D
Salix discolor,D
Salix eriocephala,D
Salix fragilis,D
Salix glabra,D
Salix glauca,D
Salix gordejevii,D
Salix herbacea,D
Salix hultenii,D
Salix laevigata,D
Salix lapponum,D
Salix lasiandra,D
Salix lasiolepis,D
Salix longifolia,D
Salix lucida,D
Salix matsudana,D
Salix myrsinifolia,D
Salix myrsinites,D
Salix myrtilloides,D
Salix nigra,D
Salix pentandra,D
Salix phylicifolia,D
Salix planifolia,D
Salix polaris,D
Salix purpurea,D
Salix raddeana,D
Salix repens,D
Salix reticulata,D
Salix sachalinensis,D
Salix scouleriana,D
Salix sericea,D
Salix sitchensis,D
Salix starkeana,D
Salix triandra,D
Salix viminalis,D
Salix xerophila,D
Salsola genistoides,EV
Salsola kali,EV
Salsola oppositifolia,EV
Salsola vermiculata,EV
Salvadora persica,EV
Salvia dorrii,EV
Salvia jamaicensis,EV
Salvia leucophylla,EV
Salvia mellifera,EV
Salvia mohavensis,EV
Salvia officinalis,EV
Samanea saman,D
Sambucus australasica,EV
Sambucus canadensis,D
Sambucus mexicana,D
Sambucus nigra,D
Sambucus pubens,D
Sambucus racemosa,D
Samyda dodecandra,D
Samyda spinosa,D
Santalum acuminatum,EV
Santalum album,D
Santalum obtusifolium,EV
Sapindus mukorossi,D
Sapindus saponaria,D
Sapium aereum,EV
Sapium aucuparium,EV
Sapium baccatum,D
Sapium cuneatum,EV
Sapium discolor,EV
Sapium glandulosum,EV
Sapium haematospermum,D
Sapium jamaicense,D
Sapium laurocerasus,D
Sapium marmieri,EV
Sapranthus microcarpus,EV
Saraca indica,EV
Sarcaulus brasiliensis,EV
Sarcocephalus diderrichii,EV
Sarcomelicope simplicifolia,EV
Sarcopetalum harveyanum,EV
Sarcopoterium spinosum,EV
Sarcopteryx stipata,EV
Sarmienta repens,EV
Sassafras albidum,D
Sassafras randaiense,D
Sassafras variifolium,D
Satureja intricata,EV
Satureja viminea,EV
Saurauia ferox,EV
Saurauia montana,EV
Saurauia tristyla,EV
Scaevola gaudichaudiana,EV
Scaevola spinescens,EV
Scaevola taccada,EV
Scaphopetalum blackii,EV
Schaefferia cuneifolia,EV
Schefflera digitata,EV
Schefflera gleasonii,EV
Schefflera morototoni,EV
Schefflera oblongifolia,EV
Schefflera octophylla,EV
Schefflera rodriguesiana,EV
Schefflera sciadophyllum,EV
Schefflera vinosa,EV
Schefflera volkensii,EV
Schima brevifolia,EV
Schima mertensiana,EV
Schima wallichii,EV
Schinopsis balansae,D
Schinopsis haenkeana,D
Schinus fasciculatus,EV
Schinus marchandii,EV
Schinus patagonicus,EV
Schinus terebinthifolia,EV
Schizolobium parahyba,D
Schizomeria ovata,EV
Schizophragma hydrangeoides,D
Schleichera oleosa,D
Schoepfia multiflora,EV
Schoepfia obovata,EV
Scholtzia involucrata,EV
Schrebera trichoclada,D
Schuurmansia henningsii,EV
Sclerocarya birrea,D
Sclerolaena bicornis,EV
Sclerolaena birchii,EV
Sclerolaena brachyptera,EV
Sclerolaena calcarata,EV
Sclerolaena convexula,EV
Sclerolaena cornishiana,EV
Sclerolaena costata,EV
Sclerolaena cuneata,EV
Sclerolaena decurrens,EV
Sclerolaena diacantha,EV
Sclerolaena divaricata,EV
Sclerolaena eriacantha,EV
Sclerolaena intricata,EV
Sclerolaena lanicuspis,EV
Sclerolaena muricata,EV
Sclerolaena obliquicuspis,EV
Sclerolaena parviflora,EV
Sclerolaena patenticuspis,EV
Sclerolaena tricuspis,EV
Sclerolobium guianense,EV
Sclerolobium melinonii,EV
Sclerolobium paniculatum,EV
Scleronema micranthum,D_EV
Scolopia braunii,EV
Scolopia crassipes,EV
Scolopia mundii,EV
Scolopia zeyheri,EV
Scorodocarpus borneensis,EV
Scorodophloeus zenkeri,EV
Scottellia kamerunensis,D
Scyphiphora hydrophylacea,EV
Scyphocephalium ochocoa,EV
Securinega suffruticosa,D
Sedum sediforme,EV
Semecarpus anacardium,D
Semecarpus bunburyana,EV
Semecarpus forstenii,D
Semecarpus reticulata,EV
Senecio bracteolatus,EV
Senecio chilensis,EV
Senecio chrysocomoides,EV
Senecio danyausii,EV
Senecio douglasii,EV
Senecio filaginoides,EV
Senecio garlandii,EV
Senecio itatiaiae,EV
Senecio magnificus,EV
Senecio miser,EV
Senecio multivenius,EV
Senecio neaei,EV
Senecio poeppigii,EV
Senecio spartioides,EV
Senecio subulatus,EV
Senecio swartzianus,EV
Senna artemisioides,EV
Senna bacillaris,EV
Senna dariensis,EV
Senna macrophylla,EV
Senna papillosa,EV
Senna pendula,EV
Senna reticulata,EV
Senna stipulacea,EV
Sequoia sempervirens,EV
Serissa serissoides,D
Serjania mexicana,EV
Serruria fasciflora,EV
Serruria fucifolia,EV
Serruria hirsuta,EV
Serruria nervosa,EV
Sextonia rubra,EV
Shorea acuta,EV
Shorea agami,EV
Shorea amplexicaulis,EV
Shorea andulensis,EV
Shorea argentifolia,EV
Shorea balanocarpoides,EV
Shorea beccariana,EV
Shorea biawak,EV
Shorea chinensis,EV
Shorea crassa,EV
Shorea curtisii,EV
Shorea exelliptica,EV
Shorea faguetiana,EV
Shorea falciferoides,EV
Shorea fallax,EV
Shorea gibbosa,EV
Shorea guiso,EV
Shorea johorensis,EV
Shorea laxa,EV
Shorea leprosula,EV
Shorea macrophylla,EV
Shorea macroptera,EV
Shorea maxwelliana,EV
Shorea multiflora,EV
Shorea ochracea,EV
Shorea ovalis,EV
Shorea ovata,EV
Shorea pachyphylla,EV
Shorea pauciflora,EV
Shorea pilosa,EV
Shorea pinanga,EV
Shorea quadrinervis,EV
Shorea scrobiculata,EV
Shorea singkawang,EV
Shorea smithiana,EV
Shorea sumatrana,EV
Sideritis hirsuta,EV
Sideritis osteoxylla,EV
Sideroxylon calophylloides,EV
Sideroxylon celastrinum,EV
Sideroxylon cubense,EV
Sideroxylon inerme,EV
Sideroxylon obtusifolium,D
Sideroxylon persimile,EV
Sieversia pentapetala,D
Silene mollissima,EV
Simaba multiflora,EV
Simaba polyphylla,EV
Simarouba amara,EV
Simarouba glauca,EV
Simira cordifolia,EV
Simira maxonii,EV
Simira rubescens,EV
Simmondsia chinensis,EV
Sindora echinocalyx,D
Sindora irpicina,EV
Sindoropsis letestui,EV
Siparuna bifida,EV
Siparuna cervicornis,EV
Siparuna cristata,EV
Siparuna cuspidata,EV
Siparuna decipiens,EV
Siparuna grandiflora,EV
Siparuna guianensis,EV
Siparuna macrotepala,EV
Siparuna pauciflora,EV
Siparuna thecaphora,EV
Skimmia japonica,EV
Sloanea australis,EV
Sloanea berteroana,EV
Sloanea brevipes,EV
Sloanea fragrans,EV
Sloanea geniculata,EV
Sloanea grandiflora,EV
Sloanea guianensis,EV
Sloanea hemsleyana,EV
Sloanea jamaicensis,EV
Sloanea laevigata,EV
Sloanea medusula,D
Sloanea obtusifolia,EV
Sloanea petenensis,EV
Sloanea picapica,EV
Sloanea robustipeq,EV
Sloanea rufa,EV
Sloanea sinemariensis,EV
Sloanea spathulata,EV
Sloanea tenuifolia,D
Sloanea terniflora,D
Sloanea ternifolia,EV
Sloanea woollsii,EV
Sloanea zuliaensis,EV
Smilax aspera,D
Smilax australis,EV
Smilax bona-nox,EV
Smilax china,D
Smilax glycophylla,EV
Socratea exorrhiza,EV
Socratea salazarii,EV
Solanum arboreum,EV
Solanum asperum,EV
Solanum circinatum,EV
Solanum coactiliferum,EV
Solanum dulcamara,D
Solanum ellipticum,EV
Solanum esuriale,EV
Solanum ferocissimum,EV
Solanum havanense,EV
Solanum hayesii,EV
Solanum inaequilaterum,EV
Solanum laciniatum,EV
Solanum lacunarium,EV
Solanum mauritianum,EV
Solanum ochraceo-ferrugineum,EV
Solanum pseudocapsicum,EV
Solanum punctulatum,EV
Solanum quadriloculatum,EV
Solanum schlechtendalianum,EV
Solanum sessile,EV
Solanum stelligerum,EV
Solanum stramoniifolium,EV
Solanum subinerme,EV
Solanum torvum,EV
Solanum umbellatum,EV
Solanum umbelliferum,D
Solanum valdiviense,EV
Sonneratia alba,EV
Sophora chrysophylla,EV
Sophora macrocarpa,EV
Sophora microphylla,EV
Sophora moorcroftiana,EV
Sorbaria sorbifolia,D
Sorbus alnifolia,D
Sorbus americana,D
Sorbus aria,D
Sorbus aucuparia,D
Sorbus commixta,D
Sorbus decora,D
Sorbus forrestii,D
Sorbus hupehensis,D
Sorbus intermedia,D
Sorbus japonica,D
Sorbus pohuashanensis,D
Sorbus scopulina,D
Sorindeia madagascariensis,EV
Sorocea affinis,EV
Sorocea guilleminiana,EV
Sorocea muriculata,EV
Sorocea pileata,EV
Sorocea pubivena,EV
Sorocea steinbachii,EV
Soymida febrifuga,D
Spachea membranacea,EV
Spartium junceum,EV
Spartothamnella puberula,EV
Spathiostemon javensis,EV
Spathodea campanulata,EV
Sphaeropteris cooperi,EV
Spiraea alba,D
Spiraea douglasii,D
Spiraea elegans,D
Spiraea japonica,D
Spiraea salicifolia,D
Spiraea tomentosa,D
Spirostachys africana,EV
Spondias mangifera,D
Spondias mombin,D
Spondias purpurea,D
Sprengelia incarnata,EV
Spyridium globulosum,EV
Spyridium parvifolium,EV
Spyridium subochreatum,EV
Stachyurus himalaicus,D
Stachyurus yunnanensis,EV
Stapelia trifolia,EV
Staphylea japonica,D
Staphylea ternata,EV
Staphylea trifolia,D
Staudtia gabonensis,EV
Steganotaenia araliacea,D
Stemmadenia donnell-smithii,EV
Stemmadenia galeottiana,EV
Stemmadenia grandiflora,EV
Stenocarpus salignus,EV
Stenocarpus sinuatus,EV
Stephania japonica,EV
Stephanomeria pauciflora,EV
Stephanopodium peruvianum,EV
Sterculia alata,D
Sterculia apeibophylla,EV
Sterculia apetala,D
Sterculia appendiculata,D
Sterculia colombiana,EV
Sterculia colorata,D
Sterculia costaricana,D
Sterculia frondosa,EV
Sterculia oblonga,D
Sterculia pruriens,EV
Sterculia quadrifida,D
Sterculia rhinopetala,D
Sterculia rhynchocarpa,EV
Sterculia tessmannii,EV
Sterculia tragacantha,D
Stereospermum kunthianum,D
Stetsonia coryne,EV
Steudelia viridis,EV
Stewartia monadelpha,D
Stewartia pseudocamellia,D
Stillingia laurifolia,EV
Stillingia linearifolia,EV
Stizophyllum riparium,D
Streblus brunonianus,EV
Streptothamnus moorei,EV
Strombosia glaucescens,EV
Strombosia grandifolia,EV
Strombosia pustulata,EV
Strychnos cocculoides,D
Strychnos decussata,EV
Strychnos gerrardii,EV
Strychnos henningsii,EV
Strychnos ignatii,EV
Strychnos innocua,D
Strychnos lucida,EV
Strychnos madagascariensis,EV
Strychnos nux-vomica,D
Strychnos pungens,EV
Strychnos spinosa,D
Strychnos tarapotensis,EV
Stryphnodendron microstachyum,D
Stryphnodendron porcatum,EV
Stryphnodendron purpureum,EV
Styloceras brokawii,EV
Stylogyne ambigua,EV
Stylogyne cauliflora,EV
Stylogyne standleyi,EV
Styphelia malayana,EV
Styphelia suaveolens,EV
Styphelia tameiameiae,EV
Styphelia tubiflora,EV
Styrax camporum,EV
Styrax glaber,EV
Styrax glabratus,D
Styrax officinalis,D
Suaeda fruticosa,EV
Suregada zanzibariensis,EV
Suriana maritima,EV
Swartzia arborescens,EV
Swartzia brachyrachis,EV
Swartzia cardiosperma,EV
Swartzia cubensis,EV
Swartzia madagascariensis,D
Swartzia panacoco,EV
Swartzia panamensis,EV
Swartzia polyphylla,EV
Swartzia simplex,EV
Sweetia fruticosa,D
Swietenia macrophylla,EV
Swietenia mahagoni,D
Sycopsis sinensis,EV
Symphonia globulifera,EV
Symphoricarpos albus,D
Symphoricarpos mollis,D
Symphyopappus compressus,EV
Symphyotrichum puniceum,EV
Symplocos anomala,EV
Symplocos arechea,EV
Symplocos austin-smithii,EV
Symplocos baeuerlenii,EV
Symplocos botryantha,EV
Symplocos caudata,EV
Symplocos cochinchinensis,EV
Symplocos ernestii,EV
Symplocos glauca,EV
Symplocos glomerata,EV
Symplocos itatiaiae,EV
Symplocos lancifolia,EV
Symplocos laurina,EV
Symplocos lucida,EV
Symplocos martinicensis,EV
Symplocos myrtacea,EV
Symplocos paniculata,D
Symplocos patens,EV
Symplocos paucistaminea,EV
Symplocos prunifolia,EV
Symplocos serrulata,EV
Symplocos sumuntia,EV
Symplocos tanakae,EV
Symplocos thwaitesii,EV
Symplocos tinctoria,EV
Symplocos vernicosa,EV
Syncarpia glomulifera,EV
Synoum glandulosum,EV
Syringa reticulata,D
Syringa vulgaris,D
Syzygium akul,EV
Syzygium besukiense,EV
Syzygium campanulatum,EV
Syzygium cathayense,EV
Syzygium cordatum,EV
Syzygium corynanthum,EV
Syzygium crebrinerve,EV
Syzygium cumini,EV
Syzygium erythrocalyx,EV
Syzygium eucalyptoides,EV
Syzygium firmum,EV
Syzygium francisii,EV
Syzygium glaucum,EV
Syzygium guineense,EV
Syzygium gustavioides,EV
Syzygium hodgkinsoniae,EV
Syzygium jambos,EV
Syzygium latilimbum,EV
Syzygium luehmannii,EV
Syzygium moorei,EV
Syzygium nervosum,EV
Syzygium oleosum,EV
Syzygium operculatum,EV
Syzygium parvifolium,EV
Syzygium rubicundum,EV
Syzygium sandwicensis,EV
Syzygium sayeri,EV
Syzygium sclerophyllum,EV
Syzygium suborbiculare,EV
Syzygium wilsonii,EV
Tabebuia barbata,D
Tabebuia billbergii,D
Tabebuia chrysantha,D
Tabebuia guayacan,D
Tabebuia haemantha,EV
Tabebuia heterophylla,D
Tabebuia impetiginosa,D
Tabebuia incana,EV
Tabebuia insignis,EV
Tabebuia nodosa,D
Tabebuia ochracea,D
Tabebuia platyantha,EV
Tabebuia riparia,EV
Tabebuia rosea,D
Tabebuia serratifolia,EV
Tabernaemontana angulata,EV
Tabernaemontana arborea,EV
Tabernaemontana coronaria,EV
Tabernaemontana crassa,EV
Tabernaemontana cymosa,EV
Tabernaemontana macrocarpa,EV
Tabernaemontana pachysiphon,EV
Tabernaemontana pandacaqui,EV
Tabernaemontana pequeqa,EV
Tabernaemontana rendlei,EV
Tabernaemontana sananho,EV
Tabernaemontana stapfiana,EV
Tabernaemontana thurstonii,EV
Tachigali bracteosa,EV
Tachigali chrysophylla,EV
Tachigali formicarum,EV
Tachigali myrmecophila,EV
Tachigali paniculata,EV
Tachigali polyphylla,EV
Tachigali versicolor,EV
Talauma sambuensis,EV
Talisia cerasina,EV
Talisia hexaphylla,EV
Talisia mollis,EV
Talisia nervosa,EV
Talisia princeps,EV
Talisia reticulata,EV
Tamarindus indica,EV
Tamarix aphylla,EV
Tamarix gallica,D
Tamus communis,EV
Tapirira guianensis,EV
Tapirira marchandii,EV
Tapirira obtusa,EV
Tapura guianensis,EV
Tapura juruana,EV
Tapura singularis,EV
Tarenna fragrans,EV
Tarenna graveolens,EV
Tarenna nigrescens,EV
Tarenna supra-axillaris,EV
Tasmannia insipida,EV
Tasmannia lanceolata,EV
Taxus baccata,EV
Taxus cuspidata,EV
Taxus globosa,EV
Teclea gerrardii,EV
Teclea natalensis,EV
Teclea trichocarpa,EV
Tecoma stans,D
Tectona grandis,D
Telopea speciosissima,EV
Telopea truncata,EV
Templetonia aculeata,EV
Tepualia stipularis,EV
Terminalia alata,D
Terminalia amazonia,D
Terminalia arjuna,D
Terminalia arostrata,EV
Terminalia avicennioides,D
Terminalia bellirica,D
Terminalia canescens,EV
Terminalia chebula,D
Terminalia chiriquensis,D
Terminalia ferdinandiana,D
Terminalia glaucescens,D
Terminalia ivorensis,D
Terminalia latifolia,D
Terminalia laxiflora,D
Terminalia microcarpa,D
Terminalia mollis,D
Terminalia myriocarpa,EV
Terminalia oblonga,D
Terminalia prunioides,D
Terminalia sambesiaca,D
Terminalia sericea,D
Terminalia superba,EV
Ternstroemia brasiliensis,EV
Ternstroemia hemsleyi,EV
Ternstroemia tepezapote,EV
Tessaria dodonaeifolia,EV
Tetraberlinia bifoliolata,D
Tetracarpaea tasmannica,EV
Tetragastris altissima,D_EV
Tetragastris balsamifera,EV
Tetragastris panamensis,EV
Tetragonia implexicoma,EV
Tetrameles nudiflora,EV
Tetramolopium macrum,EV
Tetrastigma nitens,EV
Tetrastylidium grandifolium,EV
Tetratheca ericifolia,EV
Tetratheca shiressii,EV
Tetrathylacium johansenii,D
Tetrathylacium macrophyllum,EV
Tetrazygia biflora,EV
Tetrazygia elaeagnoides,EV
Tetrazygia hispida,EV
Tetrazygia urbani,EV
Tetrorchidium rubrivenium,D
Teucrium capitatum,EV
Teucrium chamaedrys,EV
Teucrium charidemi,EV
Teucrium eriocephalum,EV
Teucrium lusitanicum,EV
Theobroma cacao,EV
Theobroma mammosum,EV
Theobroma simiarum,EV
Theobroma speciosum,EV
Theobroma subincanum,EV
Thespesia grandiflora,EV
Thespesia populnea,EV
Thevetia ahouai,EV
Thevetia peruviana,EV
Thomandersia laurifolia,EV
Thouinia paucidentata,D
Thouinia striata,EV
Thozetia racemosa,EV
Threlkeldia proceriflora,EV
Thuja koraiensis,EV
Thuja occidentalis,EV
Thuja orientalis,EV
Thuja plicata,EV
Thuja standishii,EV
Thujopsis dolabrata,EV
Thymelaea hirsuta,EV
Thymophylla belenidium,EV
Thymus hyemalis,D
Thymus polytrichus,EV
Thymus praecox,EV
Thymus pulegioides,EV
Thymus vulgaris,EV
Thyrsodium guianense,EV
Thyrsodium paraense,EV
Thyrsodium spruceanum,EV
Tibouchina stenocarpa,EV
Ticodendron incognitum,EV
Tilia americana,D
Tilia amurensis,D
Tilia cordata,D
Tilia heterophylla,D
Tilia japonica,D
Tilia maximowicziana,D
Tilia platyphyllos,D
Tinospora tinosporoides,EV
Tocoyena formosa,EV
Tocoyena pittieri,EV
Toechima dasyrrhache,EV
Toechima tenax,EV
Toona ciliata,D
Torrubia cuspidata,EV
Tournefortia angustiflora,EV
Tournefortia glabra,EV
Touroulia guianensis,EV
Tovomita brevistaminea,EV
Tovomita longifolia,EV
Tovomita stigmatosa,EV
Tovomita stylosa,EV
Tovomitopsis nicaraguensis,EV
Trachelospermum asiaticum,EV
Trattinnickia aspera,EV
Trattinnickia glaziovii,EV
Trattinnickia peruviana,EV
Trattinnickia rhoifolia,EV
Treculia obovoidea,EV
Trema aspera,EV
Trema cannabina,EV
Trema guinensis,EV
Trema integerrima,EV
Trema lamarckiana,EV
Trema micrantha,EV
Trema orientalis,EV
Trema tomentosa,EV
Tricalysia allenii,EV
Tricalysia crepiniana,EV
Tricalysia ovalifolia,EV
Trichanthera gigantea,EV
Trichilia acariaeantha,EV
Trichilia adolfi,EV
Trichilia areolata,EV
Trichilia breviflora,EV
Trichilia capitata,EV
Trichilia cipo,EV
Trichilia dregeana,EV
Trichilia elegans,EV
Trichilia elsae,EV
Trichilia euneura,EV
Trichilia glabra,EV
Trichilia havanensis,EV
Trichilia heudelotii,EV
Trichilia hieronymi,EV
Trichilia hirta,EV
Trichilia inaequilatera,EV
Trichilia laxipaniculata,EV
Trichilia lecointei,EV
Trichilia martiana,EV
Trichilia maynasiana,EV
Trichilia micrantha,EV
Trichilia montana,EV
Trichilia moschata,EV
Trichilia obovata,EV
Trichilia pachypoda,EV
Trichilia pallida,EV
Trichilia pittieri,EV
Trichilia pleeana,EV
Trichilia poeppigii,EV
Trichilia propinqua,EV
Trichilia quadrijuga,EV
Trichilia rubra,EV
Trichilia schomburgkii,EV
Trichilia septentrionalis,EV
Trichilia smithii,EV
Trichilia solitudinis,EV
Trichilia tuberculata,EV
Trichilia verrucosa,EV
Trichilia volkensii,EV
Trichilia welwitschii,EV
Trichocladus crinitus,EV
Trichocladus ellipticus,EV
Trichoscypha abut,EV
Trichoscypha ulugurensis,EV
Trichospermum galeottii,EV
Trichospermum mexicanum,EV
Trichostigma octandrum,EV
Trigonobalanus verticillata,EV
Trigynaea duckei,EV
Trigynaea triplinervis,EV
Trilepisium madagascariense,EV
Tripetaleia paniculata,D
Triplaris americana,EV
Triplaris dugandii,EV
Tristaniopsis collina,EV
Tristaniopsis laurina,EV
Tristaniopsis obovata,EV
Tristaniopsis whiteana,EV
Triumfetta flavescens,EV
Triumfetta lappula,EV
Triunia youngiana,EV
Trochocarpa cunninghamii,EV
Trochocarpa laurina,EV
Trochodendron aralioides,EV
Trophis aspera,EV
Trophis caucana,EV
Trophis involucrata,EV
Trophis mexicana,EV
Trophis racemosa,EV
Trophis scandens,EV
Trymatococcus amazonicus,EV
Tsuga canadensis,EV
Tsuga heterophylla,EV
Turnera panamensis,EV
Turpinia insignis,EV
Turpinia occidentalis,EV
Turpinia ternata,EV
Turraea holstii,EV
Tylophora paniculata,EV
Uapaca guineensis,EV
Ugni molinae,EV
Ulex europaeus,EV
Ulex gallii,EV
